"time: 54.413017, num_collisions: 42, num_errors: 0"
"x_m, y_m"
0.0,0.0
0.3030100864526283,-0.2328284553022031
0.60880930821207,-0.46449213300879144
0.9071109853700922,-0.6944490931123486
1.214965453696162,-0.9281462569738581
1.5098945125847847,-1.1587391234602225
1.8404327034153758,-1.382105409189079
2.1158996934377448,-1.6257724282558417
2.4172387235951867,-1.8650789574053455
2.7301959224416703,-2.0764451980474607
3.0404252900589177,-2.344233178525675
3.347703421756142,-2.578448490560509
3.6457148201214875,-2.7856365178386517
3.947158621544444,-3.00723946661765
4.2470768922827995,-3.238297212878768
4.5844553188276995,-3.4951878798991123
4.834235531276789,-3.7188431105339363
5.123408562284869,-3.950284752940801
5.4579442715014315,-4.15499614791595
5.723396112154205,-4.400518642818895
6.098049212572117,-4.6664479728752175
6.37337675593229,-4.855687418057383
6.6695457341521704,-5.117724052123222
7.01523589073876,-5.343060948109883
7.3236996357833695,-5.524939790337863
7.601539467577885,-5.781584916544954
7.991653207074287,-6.016809794752911
8.238702850525401,-6.262493882529373
8.468183127419994,-6.515880189316839
8.720497456157963,-6.711167493617695
9.135583963150202,-6.9467344784643625
9.427595152883406,-7.223489574395423
9.765718418767447,-7.470833441073764
10.068228078462518,-7.637905472310936
10.364684801221427,-7.874634949893917
10.63450972822847,-8.140580412378267
10.922579052926652,-8.341289435551163
11.19611009405347,-8.602416621286025
11.523872381372573,-8.776513801556497
11.916025414343213,-9.059110348013219
12.148532540861167,-9.249465786445853
12.432873378334763,-9.554967420962557
12.812830627287209,-9.796061425213775
13.064397385434702,-9.954998619350901
13.493670639196276,-10.302017009438632
13.693363381455352,-10.416256555440203
14.044959795988754,-10.631636780973901
14.168493385868404,-10.809388281080244
14.526113772355426,-11.079509579717463
14.854119787690491,-11.388730111835885
15.258893324899137,-11.58841734205226
15.528379367158438,-11.81517376219673
15.883543808762848,-12.10340252727884
16.07623324164261,-12.2464791276563
16.457044957039887,-12.60588368041773
16.893065795279142,-12.758898737118928
17.123069307850297,-12.965864145045515
17.351872180581157,-13.157854212515112
17.591061695577935,-13.381939351827649
18.046609474610015,-13.674656949791576
18.310064818699463,-13.785813594117965
18.52671531437921,-14.280343410717942
18.846405532066,-14.260007933032604
19.205605569599644,-14.587524764358333
19.349163666006792,-14.790948578968058
19.77087201185881,-15.20448851630917
20.047364935150767,-15.293811126742392
20.4324827383021,-15.548625485130538
20.6960835414441,-15.740913913298016
21.00491314458659,-15.963277825534131
21.21241023611981,-16.431832637675914
21.8991388301073,-16.58797705551352
21.91847024155643,-16.65813276462493
22.347506369110853,-17.057749331130616
22.601070399222593,-17.171474876420103
22.8222706936891,-17.301294737246156
23.181447509917824,-17.542972591227947
23.495487399614206,-17.827243528785363
23.749738740560804,-18.202567131267276
24.077574104453273,-18.37362888890803
24.261509150185685,-18.422943390766353
24.541054030838705,-18.806144662894756
24.948122279277687,-18.99475062880293
25.153842135201902,-19.243548348217555
25.396550829726092,-19.474011539743916
25.651433330325457,-19.641592538869823
25.980260346545798,-19.927690435401473
26.456339990646267,-20.06953178511668
26.774157699979494,-20.540721072535494
26.918087237266118,-20.521470874477966
27.42184680698982,-20.99725316892268
27.73096653253179,-20.917117872602724
27.942315726694645,-21.258591145960256
28.266716443186617,-21.542355705111202
28.6323178871473,-21.752983665474517
28.793081332700815,-21.979789055873635
29.177170615301197,-22.277179037768963
29.360396823657354,-22.618164291132388
29.761264072357847,-22.711740942054394
30.11087162532062,-23.015200554925983
30.133515001641264,-23.14712654845069
30.471647663726063,-23.534088501947785
31.167953460087187,-23.915812584612613
31.340854974737717,-23.903331354713014
31.772114693455688,-24.003256691136656
31.798081947531507,-24.322954914080334
32.17066775719412,-24.716214761498833
32.34533103379977,-24.945178062246885
32.75551972964593,-24.8963776540886
33.13944694957537,-25.14490564817826
33.46907839265367,-25.3796862593609
33.77014221688578,-25.652800145739086
34.19544851371255,-25.803064775377763
34.27024201951518,-26.352028675863462
34.61632766955224,-26.465888020476648
35.03414226835367,-26.73862024004664
35.15511922625345,-27.03066600824485
35.801259646992946,-27.127034380615846
35.634160267038204,-27.458924861772406
36.06755717589353,-27.699585148454407
36.51747770535692,-27.600715586328434
36.77242075835077,-28.061264957002862
37.125408482039894,-28.164451657341925
37.78695994564286,-28.322091479989812
37.89950822207569,-28.54175438101886
38.428051296174814,-28.775526316232234
38.25298256380806,-28.489242549523052
38.70663259130045,-28.90520172415046
39.4337294925957,-29.171949031774165
39.71226181307218,-28.941750721846653
39.92148322163163,-28.993280454049163
40.590529623287374,-29.493366436269707
40.91314375336015,-29.266206491516808
40.673809663181444,-28.9007942052963
41.51454604833065,-28.511798351449645
41.14104315190588,-28.020547866514953
41.27767840496181,-27.949875468439526
41.15395913004776,-27.27992966253544
40.785718962201855,-27.04948855797399
41.035715362316324,-26.773814687075728
40.31014571891038,-26.39989640448791
40.288919597694544,-25.901994161476775
40.66515058930685,-25.498814898844408
40.35949682371344,-25.250959701440422
40.297322344399994,-24.819726532669232
39.92369814362322,-24.622185810364627
39.68418960253676,-24.168677716289654
39.87012832805582,-23.7553502903076
39.955878470665546,-23.44238676285021
39.16411176299585,-23.08406311699021
39.33982261256941,-22.773593890594462
39.021425828773324,-22.39723649719979
39.06742434696807,-21.97579852653893
39.16703610251005,-21.567559994084032
39.1001485251152,-21.2265348522635
38.64855159601848,-20.836457750770755
38.818659592172125,-20.504523607611546
38.25434750311036,-20.260787288421966
38.46984364419235,-19.8852401463643
37.96203763422241,-19.535302626443627
38.173296059540164,-19.02470192210393
38.23025272775683,-18.816907595936367
37.6828117619748,-18.21131529995497
37.6286025823734,-17.994122262805107
37.578801363210744,-17.612242913630336
37.34177349264694,-17.334940149559262
37.16773478983167,-16.945953916037528
37.37452174731244,-16.568514786373804
36.974078464558374,-16.25827067782862
36.893134350331515,-15.7922022313307
36.921810592161876,-15.435287356937252
36.8275030719297,-15.107837121642977
36.70722609778606,-14.7140892851543
36.758886124872255,-14.381672244289502
36.80634303835666,-14.003621131754517
36.67274964280873,-13.589371246786035
36.91147283451454,-13.12481019613948
37.038157551307854,-12.77236032867394
37.226676439495435,-12.42640657386525
37.275205515544535,-11.990138019458918
37.417265359552296,-11.768523560161254
37.363094206332114,-11.252565678425677
37.64972206811249,-11.06158168005343
37.75009830063209,-10.535938843456773
37.68292674852781,-10.284606145506322
37.90844636126254,-9.957177950317693
37.899615948882854,-9.554605572073676
38.5821754875417,-9.338657153115768
38.55289333217884,-8.959078794069333
38.8540233421173,-8.687425923598013
39.21162577084848,-8.446104430267486
39.71625200230127,-8.115388688095035
39.34599962190113,-7.889075074922335
39.935461645358664,-7.640893082189895
40.014570084682596,-7.418486322484278
40.542369027265806,-7.2316581642026305
40.983416535419984,-6.89567666872963
41.21006331690711,-6.674848344301122
41.812025575438525,-6.515948231245788
41.82884413044143,-6.309473119627987
42.21383528082292,-6.119091897138753
42.51175666758334,-5.868324956073306
42.527652619825886,-5.721582735722055
43.271680420049805,-5.5274242993274045
43.44548667030151,-5.270758909832741
44.08915464063978,-5.0999479013903795
